link,listed_by,station,rent,nightly_rate_needed,airdna_adr,margin,beds
https://zoopla.co.uk/to-rent/details/73112926,Prime Collection,Oxford Circus,4983,356,408,-52,2
https://zoopla.co.uk/to-rent/details/73396283,Centrique,Baker Street,5195,371,474,-103,3
https://zoopla.co.uk/to-rent/details/65025038,Golden Eagle,Marble Arch,5200,371,408,-37,2
https://onthemarket.com/details/19674943,OpenRent - UK,Regent Park,5200,371,495,-124,4
https://onthemarket.com/details/14113507,Nest Seekers UK - Mayfair,Bond Street,5417,387,492,-105,2
https://openrent.co.uk/2846054,OpenRent,Bond Street,5500,393,760,-367,3
https://openrent.co.uk/2720687,OpenRent,Holborn,5650,404,430,-26,4
https://onthemarket.com/details/19509073,OpenRent - UK,Baker Street,5900,421,474,-53,3
https://zoopla.co.uk/to-rent/details/65278558,Golden Eagle,Marble Arch,6045,432,540,-108,4
https://openrent.co.uk/2875444,OpenRent,Regent Park,6051,432,514,-82,3
https://onthemarket.com/details/19634285,OpenRent - UK,Regent Park,6124,437,495,-58,4
https://openrent.co.uk/2912227,OpenRent,Holborn,6250,446,609,-163,3
https://onthemarket.com/details/19282001,Napier Watt - Mayfair,Marble Arch,6478,463,632,-169,3
https://zoopla.co.uk/to-rent/details/73411527,York Estates,Marble Arch,6496,464,632,-168,3
https://openrent.co.uk/2927089,OpenRent,Kensington Olympia,6750,482,540,-58,4
https://openrent.co.uk/2686234,OpenRent,Covent Garden,6933,495,637,-142,3
https://onthemarket.com/details/17633057,Nova Haus London - London,Bond Street,7410,529,760,-231,3
https://zoopla.co.uk/to-rent/details/55686850,Carter Jonas - Marylebone,Oxford Circus,7800,,,,3
https://openrent.co.uk/2874560,OpenRent,Bond Street,8000,,,,3
https://openrent.co.uk/2922289,OpenRent,Victoria,8000,,,,4
https://openrent.co.uk/2925133,OpenRent,Victoria,8000,,,,4
https://openrent.co.uk/2804071,OpenRent,Marble Arch,8290,,,,4
https://openrent.co.uk/2916415,OpenRent,Victoria,8300,,,,4
https://onthemarket.com/details/19343172,OpenRent - UK,Tottenham Court Road,8333,,,,3
https://onthemarket.com/details/19682762,"2 bedroom flat to rent, 2 bed Flat, Park West, Hyde Park Estate, W2",Marble Arch,3000,214,408,-194,2
https://onthemarket.com/details/19681631,OpenRent - UK,Bayswater,3200,229,229,0,2
https://zoopla.co.uk/to-rent/details/73415036,Marsh & Parsons - Notting Hill,Marble Arch,3500,250,408,-158,2
https://zoopla.co.uk/to-rent/details/73417241,OpenRent,Kensington Olympia,3700,264,362,-98,3
https://onthemarket.com/details/19681684,OpenRent - UK,Regent Park,3750,268,354,-86,2
https://zoopla.co.uk/to-rent/details/73417715,Unihood,Gloucester Road,3987,285,353,-68,2
https://zoopla.co.uk/to-rent/details/73416922,Benham and Reeves - City,Holborn,4000,286,378,-92,2
https://zoopla.co.uk/to-rent/details/67253053,Monteo London,Gloucester Road,4160,297,353,-56,2
https://zoopla.co.uk/to-rent/details/67355745,Londonwide Estates,Bayswater,4200,300,314,-14,3
https://zoopla.co.uk/to-rent/details/72209284,Hello Neighbour Ltd,Gloucester Road,4500,321,538,-217,3
https://zoopla.co.uk/to-rent/details/72961599,Century 21 London Central,Marble Arch,4799,343,408,-65,2
https://zoopla.co.uk/to-rent/details/66883408,GrowPortfolio,Bond Street,4983,356,492,-136,2
https://zoopla.co.uk/to-rent/details/73355141,Zoopla,Gloucester Road,5000,357,353,4,2
https://zoopla.co.uk/to-rent/details/65391717,Carter Jonas - Kensington & Chelsea,Gloucester Road,5040,360,353,7,2
https://rightmove.co.uk/properties/89497887,"Golden Eagle International, London Estate Agent",Marble Arch,5200,371,408,-37,2
https://zoopla.co.uk/to-rent/details/72645620,Hamptons - Chelsea Lettings,Gloucester Road,5417,387,353,34,2
https://zoopla.co.uk/to-rent/details/73013823,OpenRent,Charing Cross,5500,393,713,-320,3
https://zoopla.co.uk/to-rent/details/73404585,Newington Real Estate Agents Limited,Baker Street,5500,393,347,46,4
https://zoopla.co.uk/to-rent/details/72834564,Susan Metcalfe Residential,Gloucester Road,5633,402,538,-136,3
https://zoopla.co.uk/to-rent/details/72908766,OpenRent,Regent Park,5750,411,495,-84,4
https://onthemarket.com/details/6961576,Oakford Estates - Kings Cross,Holborn,5850,418,609,-191,3
https://rightmove.co.uk/properties/89497509,"Golden Eagle International, London Estate Agent",Marble Arch,6045,432,540,-108,4
https://zoopla.co.uk/to-rent/details/73145555,Marsh & Parsons - Kensington,Gloucester Road,6153,440,538,-98,3
https://rightmove.co.uk/properties/89487699,"York Estates, London Estate Agent",Baker Street,6496,464,474,-10,3
https://zoopla.co.uk/to-rent/details/71115938,Draker KFH Sloane Square,Gloucester Road,6500,464,538,-74,3
https://zoopla.co.uk/to-rent/details/72943436,Sandersons London,Gloucester Road,6751,482,538,-56,3
https://zoopla.co.uk/to-rent/details/72448839,Hamptons - Sloane Square Lettings,Bond Street,7410,529,760,-231,3
https://zoopla.co.uk/to-rent/details/72173746,Kinleigh Folkard & Hayward - Notting Hill,Gloucester Road,8500,,,,3
https://zoopla.co.uk/to-rent/details/73265003,Hamptons - Sloane Square Lettings,South Kensington,9000,,,,3
https://zoopla.co.uk/to-rent/details/72707604,Marsh & Parsons - Chelsea,South Kensington,9533,,,,3
https://zoopla.co.uk/to-rent/details/73416351,Winchester White,Kensington Olympia,10000,,,,5
https://zoopla.co.uk/to-rent/details/73026186,John D Wood & Co. - South Kensington Lettings,Gloucester Road,11267,,,,5
https://zoopla.co.uk/to-rent/details/72461170,Imperial Homes,South Kensington,11917,,,,3
