link,listed_by,station,rent,nightly_rate_needed,airdna_adr,margin,beds
https://onthemarket.com/details/19671576,OnTheMarket,Old Street,3900,279,235,44,2
https://zoopla.co.uk/to-rent/details/73411310,Marble Properties,Angel,3900,279,329,-50,3
https://rightmove.co.uk/properties/89632215,"Farrell Lewis Estates, London Estate Agent",Victoria,3950,282,356,-74,2
https://onthemarket.com/details/19675982,OpenRent - UK,King's Cross St Pancras,4000,286,255,31,2
https://rightmove.co.uk/properties/89621115,"Hamptons, Paddington Estate Agent",Marylebone,4000,286,411,-125,3
https://openrent.co.uk/2931359,OpenRent,Soho,4000,286,637,-351,3
https://openrent.co.uk/2928518,OpenRent,Regent's Park,4000,286,495,-209,4
https://rightmove.co.uk/properties/89584902,"Hudsons Property, London Estate Agent",Goodge Street,4030,288,348,-60,2
https://zoopla.co.uk/to-rent/details/73411309,Marble Properties,Angel,4100,293,329,-36,3
https://rightmove.co.uk/properties/89180394,"LDG, London Estate Agent",Goodge Street,4117,294,348,-54,2
https://openrent.co.uk/2746577,OpenRent,Baker Street,4185,299,474,-175,3
https://openrent.co.uk/2915645,OpenRent,Regent's Park,4200,300,495,-195,4
https://zoopla.co.uk/to-rent/details/73173752,Brinkley's Estate Agents,Marylebone,4247,303,299,4,2
https://openrent.co.uk/2815404,OpenRent,Baker Street,4300,307,349,-42,2
https://rightmove.co.uk/properties/88995225,"Hudsons Property, London Estate Agent",Goodge Street,4312,308,348,-40,2
https://openrent.co.uk/2917942,OpenRent,Gloucester Road,4498,321,538,-217,3
https://openrent.co.uk/2902549,OpenRent,Charing Cross,4500,321,401,-80,2
https://rightmove.co.uk/properties/172909946,"Benham & Reeves - City, City Estate Agent",Russell Square,4600,329,299,30,2
https://openrent.co.uk/2929162,OpenRent,Regent's Park,4600,329,495,-166,4
https://rightmove.co.uk/properties/170247785,"Benham & Reeves - City, City Estate Agent",Russell Square,4750,339,299,40,2
https://onthemarket.com/details/19264969,OpenRent - UK,Marylebone,4750,339,411,-72,3
https://zoopla.co.uk/to-rent/details/73447241,OpenRent,King's Cross St Pancras,4767,340,436,-96,4
https://openrent.co.uk/2929197,OpenRent,Soho,4800,343,957,-614,4
https://openrent.co.uk/1771514,OpenRent,Victoria,4995,357,356,1,2
https://openrent.co.uk/2931320,OpenRent,Victoria,5000,357,356,1,2
https://onthemarket.com/details/14609799,OnTheMarket,Kensington Olympia,5000,357,362,-5,3
https://rightmove.co.uk/properties/87972381,"Hamptons, Paddington Estate Agent",Marylebone,5000,357,411,-54,3
https://zoopla.co.uk/to-rent/details/73447689,OpenRent,Old Street,5070,362,436,-74,4
https://onthemarket.com/details/12212133,OnTheMarket,Marylebone,5178,370,411,-41,3
https://openrent.co.uk/2925649,OpenRent,Soho,5200,371,957,-586,4
https://onthemarket.com/details/18653901,OpenRent - UK,Covent Garden,5345,382,637,-255,3
https://rightmove.co.uk/properties/88615404,"Prime Collection, London Estate Agent",Lancaster Gate,5416,387,462,-75,3
https://zoopla.co.uk/to-rent/details/71828180,Nestify,Old Street,5450,389,436,-47,4
https://zoopla.co.uk/to-rent/details/72416600,Palm Estates,Marylebone,5633,402,411,-9,3
https://onthemarket.com/details/19484930,OnTheMarket,Marylebone,5850,418,411,7,3
https://openrent.co.uk/2893770,OpenRent,Baker Street,5900,421,474,-53,3
https://zoopla.co.uk/to-rent/details/70528469,Winkworth - West End,Russell Square,5999,428,463,-34,3
https://onthemarket.com/details/19695267,OpenRent - UK,King's Cross St Pancras,6200,443,436,7,4
https://openrent.co.uk/2926967,OpenRent,Victoria,6500,464,706,-242,3
https://openrent.co.uk/2921733,OpenRent,Baker Street,8320,,,,3
https://openrent.co.uk/2779781,OpenRent,Gloucester Road,8333,,,,3
https://rightmove.co.uk/properties/139828127,"Ultra Estates, London Estate Agent",Marylebone,8753,,,,5
https://openrent.co.uk/2803324,OpenRent,Lancaster Gate,9500,,,,4
